,Suburb,Business.Type,Name.of.Business,Latitude,Longitude,Address,Phone.Number
821,Mount Evelyn,Legal Services,Kieran Cox,-37.7875694,145.3796531,,
822,Mount Evelyn,Legal Services,Eastern Conveyancing,-37.7864537,145.3696437,,
823,Mount Evelyn,Legal Services,JimÃ¥Ã_ÃŒÃùÃ¥Â»s Conveyancing,-37.7851735,145.3783061,,
824,Mount Macedon,Legal Services,Care Conveyancing,-37.3917953,144.5911704,,
825,Mount Martha,,Mather Gaile,-38.2753773,145.0117664,,
826,Mount Martha,,Results Debtor Management,-38.249311,145.047989,,
827,Mount Waverley,Legal Services,Express & Co Lawyers,-37.9005888,145.1415056,,
828,Mount Waverley,Legal Services,ALT - Legal Associates,-37.899242,145.14252,,
829,Mount Waverley,Legal Services,Dyason Legal,-37.8992266,145.142598,,
830,Mount Waverley,Legal Services,HLA Legal,-37.8763969,145.1470942,,
831,Mount Waverley,Legal Services,Allied Lawyers & Conveyancing,-37.878476,145.128863,,
832,Mount Waverley,Legal Services,Hicks Oakley Chessell Williams,-37.8941492,145.1307062,,
833,Mount Waverley,Legal Services,Goodman Group Lawyers Mt Waverly,-37.8732248,145.1478084,,
837,Mount Waverley,Legal Services,Hartleys Lawyers - Mt. Waverley,-37.873224,145.147802,,
838,Mount Waverley,Legal Services,Aged Care Mediation Services,-37.862426,145.147482,,
843,Mount Waverley,Legal Services,HDME Lawyers,-37.891643,145.144206,,
844,Mulgrave,Legal Services,Bizcom Legal,-37.9267579,145.1762197,,
846,Mulgrave,Legal Services,LEXTECH,-37.9374128,145.1928777,,
847,Mulgrave,Legal Services,Alphastream Lawyers,-37.932665,145.161005,,
848,Murrumbeena,Legal Services,Tran Lawyers,-37.907632,145.0721301,,
850,Murrumbeena,Legal Services,Gladwin Legal,-37.907097,145.068092,,
851,Narre Warren,Legal Services,just family law - Narre Warren.,-38.0248395,145.3053207,,
852,Narre Warren,Legal Services,Chardon Legal,-38.026553,145.3045131,,
853,Narre Warren,Legal Services,Ryan Carlisle Thomas Lawyers,-38.026173,145.305221,,
854,Narre Warren,Legal Services,Better Place Australia Narre Warren,-38.0253112,145.3134373,,
855,Narre Warren,Legal Services,berwicklegal,-38.0228445,145.3133663,,
856,Narre Warren,Legal Services,Red Door Conveyancing,-38.0222609,145.3128762,,
857,Narre Warren,Legal Services,Dorota Sokolowski,-38.0227501,145.3122282,,
858,Narre Warren,,Arnold Dallas Mcpherson,-38.023488,145.313762,,
859,Narre Warren,,Gateway Lawyers (Australia) PTY LTD,-38.0249405,145.3154661,,
860,Narre Warren North,Legal Services,PGD Lawyers,-37.980821,145.315446,,
861,Narre Warren South,Legal Services,Schimmelbusch & Mathrick Conveyancing Services,-38.041949,145.298501,,
862,Narre Warren South,,TDC Conveyancing,-38.052592,145.291268,,
863,Narre Warren South,,Immigration Lawyers,-38.0697163,145.3131827,,
864,New Gisborne,Legal Services,ConnectLaw Legal Services,-37.466989,144.60724,,
866,Newport,Legal Services,Hartleys Lawyers,-37.841934,144.879657,,
867,Newport,Legal Services,Viclaw Lawyers,-37.8408775,144.8826847,,
868,Newport,Legal Services,Newport Lawyers 2 U,-37.844225,144.86876,,
869,Niddrie,Legal Services,Milicevic Lawyers,-37.737027,144.892224,,
870,Niddrie,Legal Services,State Claims,-37.735676,144.8889441,,
871,Niddrie,Legal Services,Conveyancing Melbourne Suburbs,-37.736925,144.89231,,
872,North Melbourne,Legal Services,Inner Melbourne Community Legal,-37.802929,144.950407,,
873,North Melbourne,Legal Services,First Nations Legal & Research Services,-37.8045017,144.951122,,
875,Northcote,Legal Services,Northcote Lawyers & Associates,-37.7792909,144.9972027,,
876,Northcote,Legal Services,Northcote Lawyers & Associates,-37.768142,144.991121,,
877,Northcote,Legal Services,VM Family Lawyers,-37.7709063,144.9988692,,
879,Notting Hill,Legal Services,JK Lawyers,-37.910119,145.145992,,
881,Nunawading,Legal Services,Laudamus Lawyers,-37.8209311,145.1758007,,
883,Nunawading,Legal Services,William Archer Defence Lawyers,-37.8219292,145.1756591,,
884,Oak Park,Legal Services,Herm Legal & Migration Services,-37.7172429,144.9216678,,
886,Oakleigh - Huntingdale,Legal Services,Nicolaides and Associates Law Offices,-37.90051,145.091477,,
887,Oakleigh - Huntingdale,Legal Services,RB Flinders Lawyers Oakleigh,-37.899201,145.089341,,
888,Oakleigh - Huntingdale,Legal Services,Dandanis & Associates,-37.898673,145.0903265,,
892,Oakleigh - Huntingdale,Legal Services,Better Place Australia Chadstone,-37.8957118,145.0999557,,
893,Ocean Grove,Legal Services,John G O'Halloran Solicitor & Lawyer,-38.26985,144.5275189,,
894,Beaconsfield - Officer,Legal Services,Conveyancing Pakenham $350.00 by GSY Lawyers,-38.0650619,145.4339151,,
895,Pakenham,Law firm,Duffy & Simon,-38.074417,145.484784,"13 John St, Pakenham VIC 3810",(03) 5941 1622
896,Pakenham,Personal injury attorney,Ryan Carlisle Thomas Lawyers,-38.071717,145.47518,"114 Main St, Pakenham VIC 3810",(03) 5941 5722
898,Pakenham,Legal Services,My Legal Crunch - Lawyers,-38.069808,145.465236,"5 McMaster Ct, Pakenham VIC 3810",1800 572 417
899,Pakenham,Family law attorney,Pakenham Lawyers,-38.072977,145.47713,"18 Main Street,18 Main Street, Pakenham Vic 3810",1800 754 401
900,Pakenham,Legal Services,Casey Business Lawyers Pty Ltd,-38.061186,145.463413,"Unit 6/ 1/5 Purton Rd, Pakenham VIC 3810",0435 876 445
901,Pakenham,Legal Services,Pakenham Conveyancing,-38.074417,145.484787,"25 John St, Pakenham VIC 3810",(03) 5940 2208
904,Pakenham,Legal Services,Francis Alan Rutherford Barrister & Solicitor,-38.075107,145.491992,"55 Simon Dr, Pakenham VIC 3810",0418 569 566
905,Pakenham,Legal Services,Securitinet Conveyancing PTY Ltd.,-38.071716,145.475174,"156 Main St, Pakenham VIC 3810",(03) 5941 1577
906,Pakenham,criminal justice attorney,Galbally & O'Bryan,48.436408,-123.371959,"Shop 1/15 John St, Pakenham VIC 3810",(03) 5941 7990
913,Pakenham,Solicitor,Conveyancing Pakenham $350.00 by GSY Lawyers,-38.06411,145.433533,"William Ct, Melbourne 3000 Pakenham VIC 3810",(03) 8338 0298
914,Pakenham,Solicitor,Megan Copas Solicitor,-38.04303,145.437393,"250 Brown Rd, Pakenham VIC 3810",(03) 5943 1203
916,Donvale - Park Orchards,Legal Services,Madison Sloan Lawyers,-37.7798064,145.2170613,,
917,Mordialloc - Parkdale,Legal Services,Leonidas Lawyers,-37.994398,145.092186,,
918,Mordialloc - Parkdale,Legal Services,CCS Lawyers,-37.9929397,145.0782015,,
919,Pascoe Vale,Legal Services,Sarah Jefford - Family & Surrogacy Lawyer,-37.732494,144.9473782,,
920,Pascoe Vale ,,De Marco Lawyers,-37.706691,144.916444,"794A Pascoe Vale Rd, Pascoe Vale VIC 3044",(03) 9304 9500
921,Pascoe Vale ,,Peter G. Arnheim & Associates,-37.731705,144.938799,"341 Gaffney St, Pascoe Vale VIC 3044",(03) 9350 4233
922,Pascoe Vale ,,FJR Lawyers,-37.7392572,144.9476325,"356 Bell St, Pascoe Vale South VIC 3044",(03) 9355 7742
923,Carrum - Patterson Lakes,Legal Services,DCA Lawyers,-38.0683278,145.1424683,,
924,Carrum - Patterson Lakes,Legal Services,DCA Lawyers,-38.0685241,145.1423616,,
925,Pearcedale - Tooradin,,Hollander & Co. Conveyancing,-38.2029647,145.2351541,,
926,Point Cook,Legal Services,Campus Lawyers & Associates,-37.8956776,144.752622,,
927,Point Cook,Legal Services,Parkside Conveyancing Services,-37.8992859,144.7395136,,
928,Point Cook,Legal Services,Ammanah Legal,-37.8726574,144.7453277,,
929,Point Cook,Legal Services,Joshi Lawyers,-37.871534,144.747405,,
930,Point Cook,Legal Services,West Lawyers,-37.8833492,144.7359529,,
931,Point Cook,Legal Services,Law Partners - Personal Injury Lawyers Point Cook,-37.8836122,144.7351052,,
932,Point Cook,Legal Services,Hegedich & De Crescenzo Lawyers,-37.8827188,144.7355193,,
933,Point Cook,Legal Services,REALCHOICE CONVEYANCING SERVICES,-37.8921699,144.7229929,,
934,Point Cook,Legal Services,Glaister Legal - Solicitors and Advisors,-37.9099987,144.7785496,,
935,Point Cook,Legal Services,"Oceania Immigration - Hoppers Crossing, Point Cook, Tarneit, Werribee and Wyndham Vale",-37.9178086,144.7477259,,
936,Point Cook,Legal Services,Safra Conveyancing - Fixed Price & Low Cost Services,-37.906111,144.7446391,,
937,Point Cook,Legal Services,Sanctuary Lakes Resort Services Ltd,-37.8962801,144.761632,,
938,Point Lonsdale,Legal Services,Corrective Legal Services & Associates ÃŒÂ´Ã¥Â¬,-38.2754772,144.611432,,
939,Point Lonsdale,Legal Services,Peter Boyle Barrister & Solicitor,-38.2799533,144.608351,,
941,Port Melbourne,Legal Services,Southport Community Legal Service.,-37.8379471,144.9415702,,
942,Port Melbourne,Legal Services,Behan Legal,-37.837896,144.943365,,
945,Portsea,Legal Services,Moreheads Lawyers,-38.320619,144.714653,,
947,Preston,Legal Services,Aboriginal Legal Service Co-Operative Ltd,-37.7437733,145.0028343,,
948,Preston,Legal Services,BTT LAWYERS,-37.7405134,145.0038987,,
949,Preston,Legal Services,Elamine Lawyers,-37.7468901,145.0083062,,
950,Preston,Legal Services,TBA Law Preston,-37.729332,144.991331,,
951,Preston,Legal Services,James McDermott Family Law Accredited Specialist,-37.7451034,145.0011652,,
952,Preston,Legal Services,Kerdo Legal,-37.7467532,145.0081639,,
953,Preston,Legal Services,Australian Real Estate Conveyancing Services,-37.7386851,145.0046215,,
954,Preston,Legal Services,James McDermott & Associates,-37.7438474,145.0032445,,
955,Preston,Legal Services,Empire Migration Consultants,-37.7469884,145.0082674,,
957,Preston,Legal Services,Family Conveyancing Services,-37.737238,145.022216,,
961,Carlton North - Princes Hill,Legal Services,Lygon Street Legal Services,-37.7825719,144.9697534,,
963,Reservoir,Legal Services,Darebin Community Legal Centre,-37.716671,145.006262,,
964,Reservoir,Legal Services,Novatsis & Alexander Solicitors,-37.717038,145.008015,,
965,Reservoir,Legal Services,Natoli Howell,-37.715535,145.006418,,
969,Richmond,Legal Services,Hammersmith Lawyers,-37.818713,145.002746,,
971,Riddells Creek,Legal Services,Tolhurst Druce & Emmerson,-37.4636159,144.6777258,,
972,Ringwood,Legal Services,Victoria Legal Aid Ringwood,-37.8138314,145.2272518,,
973,Ringwood,Legal Services,EACH,-37.814781,145.22069,,
974,Ringwood,Legal Services,Paul Vale Criminal Law,-37.8148724,145.2275024,,
975,Ringwood,Legal Services,Aughtersons Solicitors,-37.8131525,145.2338277,,
976,Ringwood,Legal Services,DeLancey Legal,-37.8112831,145.2266247,,
977,Ringwood,Legal Services,Worrells Solvency & Forensic Accountants,-37.8115342,145.2358039,,
978,Ringwood,Legal Services,Michael J Gleeson & Associates,-37.813534,145.226953,,
979,Ringwood,Legal Services,YourLawyer Pty Ltd,-37.8145826,145.2202578,,
980,Ringwood,Legal Services,TSA Lawyers,-37.820054,145.21371,,
981,Ringwood,Legal Services,Maurice Blackburn Lawyers Ringwood,-37.816854,145.22496,,
982,Ringwood,Legal Services,Smoorenburg Patent & Trade Mark Attorneys,-37.814148,145.2314772,,
983,Ringwood,Legal Services,Better Place Australia Ringwood,-37.8064646,145.2424294,,
984,Ringwood,Legal Services,Radebe & Associates,-37.816265,145.220429,,
990,Ringwood,Legal Services,Go To Court Lawyers,-37.8152969,145.2202352,,
992,Ringwood,Legal Services,Holt & Macdonald,-37.8146895,145.223763,,
995,Ringwood,Legal Services,Dribbin & Brown Criminal Lawyers,-37.813841,145.226953,,
997,Ringwood,Legal Services,Devenish Lawyers,-37.8138409,145.226953,,
999,Ringwood East,Legal Services,Richard Wood Solicitors,-37.8132958,145.2476685,,
1000,Ringwood East,Legal Services,Mulligan Family and Divorce Lawyers,-37.8122022,145.2509116,,
1001,Ringwood East,Legal Services,Byways Conveyancing Service,-37.8192551,145.244279,,
1005,Ringwood East,Legal Services,MJ Legal,-37.802793,145.253138,,
1006,Romsey,Legal Services,"TBA Law Romsey, formerly James Kelleher Lawyers",-37.3495508,144.7431938,,
1007,Heidelberg - Rosanna,Legal Services,Fin Law Legal Services,-37.736392,145.069688,,
1008,Heidelberg - Rosanna,Legal Services,Boutique Legal Pty Ltd,-37.7436496,145.0660878,,
1009,Heidelberg - Rosanna,Legal Services,Glenys Dolphin,-37.738286,145.067838,,
1011,Rosebud - McCrae,Legal Services,Peninsula Community Legal Centre Inc.,-38.3595084,144.8921111,,
1012,Rosebud - McCrae,Legal Services,Mornington Peninsula Legal Service Pty Ltd,-38.3541488,144.9123911,,
1013,Rosebud - McCrae,Legal Services,McGuinness Legal,-38.3569202,144.9031064,,
1014,Rosebud - McCrae,Legal Services,Prudent Legal,-38.356599,144.903811,,
1015,Rosebud - McCrae,Legal Services,White Cleland,-38.356861,144.904824,,
1016,Rosebud - McCrae,Legal Services,Port Phillip Conveyancing - Rosebud Branch,-38.3565139,144.9063895,,
1023,Rowville,Legal Services,JH Legal,-37.917684,145.2376582,,
1024,Rowville,Legal Services,Superior Conveyancing Services,-37.914038,145.2569553,,
1025,Rowville,Legal Services,Patricia Hepworth,-37.917659,145.23787,,
1026,Rowville,Legal Services,Mackinnon Conveyancing,-37.9138213,145.2571308,,
1027,Rowville,Legal Services,Chandra Weerakoon,-37.904536,145.273816,,
1028,Roxburgh Park - Somerton,Legal Services,Zora Law,-37.6371631,144.9339245,,
1029,Roxburgh Park - Somerton,,SLR CONVEYANCING,-37.634918,144.920967,"20 Solander Ct, melbourne VIC 3064",(03) 9305 3065
1030,Rye,Legal Services,Mccarthy Partners,-38.371279,144.827188,,
1032,Safety Beach,,Sargeants Southern Peninsula,-38.30819,144.995771,,
1033,Safety Beach,,Hidden Harbour - MP Conveyancing ( Safety Beach ),-38.312324,145.002998,,
1034,Knoxfield - Scoresby,Legal Services,Anthony Raso & Associates,-37.8983018,145.2299554,,
1035,Seaford,Legal Services,Michael Ongarello & Associates Pty Ltd,-38.1158367,145.1406598,,
1036,Seaford,Legal Services,A1 Debt Assistance,-38.1000272,145.1258351,,
1037,Seaford,Legal Services,Lisa Davies & Associates - Seaford,-38.1152899,145.1404499,,
1038,Wandin - Seville,Legal Services,Bruce Caldwell & Associates,-37.778128,145.459417,,
1039,Shepparton,Legal Services,Community Legal Centres(Vic,-36.3813261,145.3995382,,
1040,Shepparton,Legal Services,Victorian Aboriginal Legal Service Co-operative Ltd,-36.381551,145.39951,,
1041,Somerville,Legal Services,Southern Peninsula Conveyancing,-38.2248886,145.1749863,,
1042,Somerville,Legal Services,Guthrie & Associates,-38.22528,145.1751218,,
1043,Somerville,,Walsh Conveyancing,-38.2240448,145.1765687,,
1044,Somerville,,Brendan Bastin,-38.2319419,145.165447,,
1045,Somerville,,Conveyancer Frankston,-38.224068,145.176585,,
1046,Sorrento,Legal Services,Woodhams O'Keeffe & Co,-38.3395134,144.7376547,,
1048,South Melbourne,Legal Services,Kenna Law Collaborative Legal Services,-37.8318106,144.9574006,,
1049,South Melbourne,Legal Services,Workplace Legal Pty Ltd,-37.8351395,144.9705197,,
1052,South Melbourne,Legal Services,Gomez Lawyers,-37.8305284,144.9599095,,
1053,South Melbourne,Legal Services,Montague Legal,-37.837062,144.953681,,
1054,South Melbourne,Legal Services,Topdocs,-37.8330902,144.9717021,,
1055,South Morang,Legal Services,"HDH Legal - Conveyancing, Leases and Businesses",-37.6518496,145.0853713,,
1056,South Morang,Legal Services,Law Partners - Personal Injury Lawyers South Morang,-37.6517556,145.0859519,,
1057,South Morang,Legal Services,Irvine Lawyers,-37.6517678,145.0860097,,
1061,South Yarra,Legal Services,"Michael T Helman Lawyers - Family Law, Legal Services",-37.838628,144.996137,,
1062,South Yarra,Legal Services,CIE Legal,-37.8392402,144.9964685,,
1064,South Yarra,Legal Services,HR Legal,-37.843396,144.996672,,
1065,South Yarra,Legal Services,TOD Legal,-37.8358609,144.9967066,,
1066,Spotswood,Legal Services,LP Family Law,-37.829802,144.8817381,,
1067,Springvale,Legal Services,Springvale Monash Legal Service Inc.,-37.9463917,145.1487588,,
1069,Springvale,Legal Services,Felix A Vitiello,-37.941736,145.154464,,
1070,Springvale,Legal Services,Loke & Associates,-37.9472333,145.1527815,,
1071,Springvale,Legal Services,May's Conveyancing,-37.950246,145.152997,,
1072,Springvale,Legal Services,Nathan Dorevitch Lawyers,-37.9503241,145.1530356,,
1073,Springvale,Legal Services,Clifford Lawyers,-37.9523684,145.1520561,,
1074,Springvale,Legal Services,Zed Law Springvale,-37.950641,145.149586,,
1075,St Albans,Legal Services,Lanham Lawyers,-37.743768,144.798233,,
1076,St Albans,Legal Services,Brimbank Melton Community Legal Centre,-37.743613,144.796911,,
1077,St Albans,Legal Services,Hughes Watson Marks Kennedy Lawyers,-37.744576,144.800681,,
1078,St Albans,Legal Services,Griffin Law Firm,-37.7440588,144.7974499,,
1079,St Albans,Legal Services,Monica Shamon Lawyers,-37.7423695,144.8005856,,
1080,St Albans,Legal Services,St Albans Conveyancing,-37.737452,144.81376,,
1081,St Albans,Legal Services,KPT Conveyancing Services,-37.745068,144.8093521,,
1082,St Albans,Legal Services,Agricola Wunderlich & Associates,-37.7434494,144.8004813,,
1083,St Albans,Legal Services,Bogunovic Lawyers,-37.742545,144.801265,,
1087,St Kilda,Legal Services,LegalVision,-37.856927,144.989256,,
1088,St Kilda,Legal Services,Franchise Legal,-37.8569291,144.9890539,,
1091,St Kilda,Legal Services,Legal Zebra,-37.8575963,144.9837295,,
1092,St Kilda,Legal Services,ALFREDS ATTORNEYS,-37.8686352,144.9905109,,
1093,Strathmore,Legal Services,MACLEGAL (incorporating MCF Lawyers),-37.737604,144.906375,,
1095,Sunbury,Legal Services,McClure Law,-37.576589,144.7277,"8 Horne St, Sunbury VIC 3429",(03) 9744 1881
1096,Sunbury,Legal Services,G&G Legal,-37.577114,144.7274,"14 Horne St, Sunbury VIC 3429",(03) 9744 2688
1097,Sunbury,Legal Services,E.C. Conveyancing,-37.5814805,144.7254,"57/59 Horne St, Sunbury VIC 3429",(03) 9740 8560
1098,Sunbury,Legal Services,Kavanagh Lawyers,-37.5796877,144.7307,"22 Oshanassy St, Sunbury VIC 3429",(03) 9744 2911
1099,Sunbury,Legal Services,Wilkinson Lawyers,-37.5803108,144.7293,"1/69-71 Evans St, Sunbury VIC 3429",0468 364 121
1100,Sunbury,Legal Services,Knight & Associates,-37.5802854,144.7292,"69 Evans St, Sunbury VIC 3429",(03) 9740 4442
1101,Sunbury,Legal Services,McNab McNab & Starke Lawyers,-37.5827401,144.7283,"30 Station St, Sunbury VIC 3429",(03) 9744 2666
1102,Sunshine,Legal Services,Maurice Blackburn Lawyers Sunshine,-37.780132,144.829008,,
1103,Sunshine,Legal Services,Sunshine Youth Legal Centre,-37.7816573,144.8308559,,
1104,Sunshine,Legal Services,Daniel Lawyers & Associates (incorporating Patrick Cash & Associates),-37.786159,144.833127,,
1105,Sunshine,Legal Services,Ferraro & Co Pty Ltd,-37.7876292,144.8304051,,
1106,Sunshine,Legal Services,Hartleys Lawyers,-37.7781759,144.8361604,,
1107,Sunshine,Legal Services,Doogue + George Criminal Lawyers Sunshine,-37.7882005,144.829893,,
1108,Sunshine,Legal Services,Devonshire Conveyancing,-37.7850122,144.8324907,,
1109,Sunshine,Legal Services,Andrew George Solicitors,-37.785687,144.832479,,
1110,Sunshine,Legal Services,Shine Lawyers,-37.785414,144.832861,,
1111,Sunshine,Legal Services,Sunshine Family Relationship Centre,-37.7866058,144.8326427,,
1112,Sunshine,Legal Services,Slater and Gordon Lawyers,-37.7861524,144.8330349,,
1113,Sunshine,Legal Services,Marcou & Associates Lawyers,-37.785607,144.831645,,
1116,Sunshine North,Legal Services,Sunshine Legal Aid,-37.7766616,144.8316172,,
1117,Sunshine North,Legal Services,M&M Services Pty Ltd,-37.7733886,144.8294895,,
1119,Tarneit,Legal Services,Sai Migration Consultants,-37.8341731,144.6622,"21 Barrangi Dr, Tarneit VIC 3029",0425 426 849
1120,Tarneit,Legal Services,Star Migration Services,-37.8554179,144.6496,"21 Stanhope Rd, Tarneit VIC 3029",0403 608 872
1121,Tarneit,Legal Services,Computing & Legal Services Pty Ltd,-37.863655,144.6689,"31 Medina Dr, Hoppers Crossing VIC 3029",(03) 8742 2525
1122,Tarneit,Legal Services,Safra Conveyancing,-37.8457883,144.6815,"10 Laurina Ave, Tarneit VIC 3029",0401 166 485
1123,Tarneit ,,Sai Migration Consultants,-37.8341731,144.6621692,"21 Barrangi Dr, Tarneit VIC 3029",0425 426 849
1124,Taylors Lakes,Legal Services,Brimbank Conveyancing Services PTY Ltd.,-37.70247,144.786194,,
1125,Taylors Lakes,Legal Services,Aberdeen Lawyers,-37.694461,144.781703,,
1126,Taylors Lakes,Legal Services,MS Justice Legal,-37.702121,144.800587,,
1129,Templestowe,Legal Services,Stern LegalÃ¥Ã_ÃŒÃùÃŒÃè,-37.7567961,145.1301551,,
1131,Thomastown,Legal Services,Rangi Lawyers,-37.680876,145.013518,,
1132,Thomastown,Legal Services,Aussizz Migration Agents & Education Consultants in Thomastown - Aussizz Group,-37.6799939,145.013695,,
1133,Thomastown,Legal Services,John Dellios & Associates,-37.680881,145.013307,,
1134,Thomastown,Legal Services,Vantage Bay Conveyancing & Financial Services,-37.680549,145.013391,,
1139,Thomastown,Legal Services,Dellios West & Co,-37.6803808,145.0139294,,
1140,Thomastown,Legal Services,LN Christie & Co,-37.680956,145.013292,,
1141,Thornbury,Legal Services,Phoenix Legal Solutions,-37.7618714,144.9997719,,
1142,Toolern Vale,Legal Services,"Alfred J. Leckie Civil Celebrant - Marriage Celebrant, Weddings, Naming Ceremonies",-37.6072929,144.5955321,,
1143,Toorak,Legal Services,Mathews Family Law & Mediation Specialists,-37.848309,145.0062607,,
1145,Torquay,Legal Services,Coulter Roache,-38.3318626,144.3243888,,
1146,Tullamarine,Legal Services,Gladstone Process Service & Enquiry Agents,-37.70074,144.882613,,
1147,Tyabb,,Peninsula Law - Tyabb,-38.2606995,145.1901534,,
1148,Upper Ferntree Gully,Legal Services,Ross Legal Pty Ltd,-37.893606,145.306825,,
1150,Upper Ferntree Gully,Legal Services,Jasons Lawyers,-37.893799,145.306916,,
1151,Upwey - Tecoma,Legal Services,DMAC Legal,-37.9041233,145.3313699,,
1152,Vermont South,Legal Services,James Tan Immigration Consultants,-37.847949,145.183239,,
1153,Wallan,Legal Services,TBA Law Wallan,-37.4141468,144.9786264,,
1154,Wandin North,Legal Services,Justin P Foster,-37.80951,145.43002,,
1155,Wantirna,Legal Services,Skilled Conveyancing Services PTY Ltd.,-37.8477621,145.2326893,,
1156,Wantirna South,Legal Services,Metropolitan Solicitors,-37.8703975,145.2381249,,
1158,Wantirna South,Legal Services,Ballards Solicitors,-37.870287,145.237822,,
1159,Wantirna South,Legal Services,Mathew James Lawyers,-37.8829839,145.2380428,,
1160,Warragul,Legal Services,Simon Parsons & Co.,-38.161846,145.9404364,,
1161,Warragul,Legal Services,Neil Freestone,-38.139714,145.962399,,
1162,Warragul,Legal Services,M. Davine,-38.166273,145.9401663,,
1163,Warragul,Legal Services,Better Place Australia Warragul,-38.1617361,145.9357653,,
1164,Warragul,Legal Services,Ian Brooks,-38.1635083,145.9296313,,
1165,Warragul,Legal Services,Wakefield & Vogrig Lawyers - Sabina Wakefield,-38.1601405,145.9333566,,
1166,Warragul,Legal Services,Kevin Davine & Sons,-38.1595022,145.9315541,,
1167,Warragul,Legal Services,Miceal Ambrose Lawyers,-38.1600594,145.9337226,,
1168,Warragul,Legal Services,SJD Law - Lawyers & Conveyancers,-38.16332,145.9308413,,
1169,Warragul,,Bowers Conveyancing Services,-38.1635211,145.9299396,,
1170,Warragul,,Richard Connelly Lawyer,-38.1612317,145.9363179,,
1171,Warragul,,Wakefield Vogrig & Boote Lawyers,-38.1601155,145.9340621,,
1172,Research - North Warrandyte,Legal Services,Rush & Hampshire Barristers & Solicitors,-37.7377323,145.2190774,,
1174,Werribee,Legal Services,WEstjustice,-37.900232,144.662484,,
1175,Werribee,Legal Services,Tony Hannebery Lawyers,-37.9029624,144.6634597,,
1176,Werribee,Legal Services,Arnold Thomas Becker Werribee Office,-37.901162,144.661235,,
1177,Werribee,Legal Services,Perfect Conveyancing,-37.9024631,144.6611974,,
1178,Werribee,Legal Services,Callea Pearce Lawyers,-37.9011262,144.6619605,,
1179,Werribee,Legal Services,Slater and Gordon Lawyers,-37.9031428,144.6577272,,
1180,Werribee,Legal Services,Your Solicitor,-37.872214,144.661533,,
1181,Werribee,Legal Services,Amato Emanuel & Sons Process Service Agency,-37.90916,144.673456,,
1182,Werribee,Legal Services,De Marco Lawyers,-37.899829,144.661708,,
1183,Werribee,Legal Services,Ryan Carlisle Thomas Lawyers,-37.901549,144.661785,,
1184,Werribee,Legal Services,Migration Worldwide - Werribee,-37.9013924,144.6631326,,
1185,Werribee,Legal Services,Low Cost Conveyancing Services,-37.8773449,144.6776813,,
1186,Werribee,Legal Services,Le Brun & Associates Law Firm - Solicitors and Divorce Lawyers,-37.9027057,144.6594239,,
1187,Werribee,Legal Services,Twigg Family Law,-37.9003729,144.6623729,,
1188,Werribee,Legal Services,Purcell & Purcell,-37.899877,144.662946,,
1189,Werribee,Legal Services,Western Legal & Conveyancing,-37.9013619,144.6630193,,
1190,Werribee,Legal Services,SMP Legal,-37.8998289,144.661708,,
1191,Werribee,Legal Services,Stary Norton Halphen Criminal Lawyers,-37.901386,144.6621551,,
1192,Werribee,Legal Services,Mantello Lawyers,-37.8995563,144.6642265,,
1193,Werribee,Legal Services,Coolabah Law Chambers,-37.891669,144.656572,,
1194,Werribee,Legal Services,Rigoli Lawyers,-37.9029701,144.6579559,,
1195,Werribee,Legal Services,Ebejer & Associates Lawyers,-37.901386,144.664756,,
1198,West Melbourne,Legal Services,Newland Migration,-37.8059071,144.9549399,,
1199,Wheelers Hill,Legal Services,Kings Legal Services,-37.89349,145.17613,,
1201,Wheelers Hill,Legal Services,A.I.F Lucas & Co,-37.894117,145.188284,,
1202,Whittlesea,Legal Services,Glenister I & Associates,-37.5116766,145.1179086,,
1203,Whittlesea,Legal Services,Northern Conveyancing Services,-37.511591,145.117679,,
1204,Williams Landing,Legal Services,Johnston Construction Lawyers,-37.857795,144.734294,,
1205,Williamstown,Legal Services,Berry Family Law,-37.857915,144.891907,,
1206,Prahran - Windsor,Legal Services,Luscombe Immigration Law Services,-37.8540304,144.9904863,,
1208,Woodend,Legal Services,JS Law Barrister and Solicitor,-37.3564765,144.5268506,,
1209,Woodend,Legal Services,Alan Hebb,-37.3569499,144.5282998,,
1210,Wyndham Vale,Legal Services,FMC Mediation and Counselling Wyndham Vale,-37.871673,144.6131763,,
1211,Yarra Junction,Legal Services,Brockway Legal,-37.781323,145.614184,,
1212,Plenty - Yarrambat,Legal Services,Baillie Conveyancing Services,-37.6256422,145.1356012,,
1213,Yarraville,Legal Services,IPT Law - Surrogacy & ART Legal Advice,-37.8166569,144.8893112,,
1303,Heidelberg - Rosanna,Legal Services,DJ Thwaites Pty Ltd,-37.7433386,145.0650367,"106 Lower Plenty Rd, Rosanna VIC 3084",(03) 9459 6755
1304,Heidelberg - Rosanna,Legal Services,Bowlen Dunstan and Associates Pty,-37.7434129,145.0659317,"38 Beetham Parade, Rosanna VIC 3084",(03) 9459 5755
1305,Heidelberg - Rosanna,Legal Services,North Star Conveyancing Group,-37.7432358,145.0653813,"Suite 3/116 Lower Plenty Rd, Rosanna VIC 3084",0414 965 248
1307,Northcote,Legal Services,Stapleton Michael V,-37.7708511,145.0136754,"215 Separation St, Northcote VIC 3070",(03) 9489 2039
